personid,vehicleid,crashid,personinvolvementcd,sex,dob,personalinjurylevel,seatlocationcd,transportedind,ejectionind,airbagcd,alcoholuseind,pedestrianlocationcd,pedestriantype,pedestrianschoolinfoind,ageatcrash,contribcirccd1,contribcirccd2,contribcirccd3,contribcirccd4,contribcirccd5,contribcirccd6,contribcirccd7,contribcirccd8,contribcirccd9,contribcirccd10,contribcirccd11,contribcirccd12,distractioncd1,distractioncd2,distractioncd3,distractioncd4,pedestrianactioncd1,pedestrianactioncd2,pedestrianactioncd3,pedestrianactioncd4,pedestrianactioncd5,safetydevicecd1,safetydevicecd2
0130027910V1P1I01   ,0130027910V1 ,130027910,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
0130067550V1P1I01   ,0130067550V1 ,130067550,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130005872V1P1I01   ,2130005872V1 ,2130005872,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130017629V1P1I01   ,0130017629V1 ,130017629,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130047546V1P1I01   ,0130047546V1 ,130047546,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130082484V1P1I01   ,0130082484V1 ,130082484,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130058596V1P1I01   ,0130058596V1 ,130058596,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130056116V1P1I01   ,0130056116V1 ,130056116,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,7,,,,,,,,,,,,,,,,,,,,,,
0130012320V1P1I01   ,0130012320V1 ,130012320,1,U,0001-01-01,U,FL,1,2,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130061347V1P1I01   ,0130061347V1 ,130061347,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130075328V1P1I01   ,0130075328V1 ,130075328,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,5,13,,,,,,,,,,,,,,,,,,,,U ,
0130042900V1P1I01   ,0130042900V1 ,130042900,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130034940V1P1I01   ,2130034940V1 ,2130034940,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130081275V1P1I01   ,0130081275V1 ,130081275,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130037890V1P1I01   ,0130037890V1 ,130037890,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130041964V2P1I01   ,0130041964V2 ,130041964,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130002876V1P1I01   ,2130002876V1 ,2130002876,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130036292V2P1I01   ,0130036292V2 ,130036292,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130087268V1P1I01   ,0130087268V1 ,130087268,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130083246V1P1I01   ,0130083246V1 ,130083246,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,U ,
0130017752V1P1I01   ,0130017752V1 ,130017752,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,21,,,,,,,,,,,,15,,,,,,,,,U ,
0130037130V3P1I01   ,0130037130V3 ,130037130,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,,
2130026175V1P1I01   ,2130026175V1 ,2130026175,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130035612V2P1I01   ,0130035612V2 ,130035612,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130008797V1P1I01   ,2130008797V1 ,2130008797,1,U,0001-01-01,5,XX,1,2,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130041410V1P1I01   ,0130041410V1 ,130041410,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,14,,,,,,,,,,,,,,,,,,,,,U ,
2130022118V1P1I01   ,2130022118V1 ,2130022118,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130035407V1P1I01   ,0130035407V1 ,130035407,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130060054V1P1I01   ,0130060054V1 ,130060054,1,U,0001-01-01,U,FL,U ,U ,1,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130021398V1P1I01   ,2130021398V1 ,2130021398,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130065709V1P1I01   ,0130065709V1 ,130065709,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130013629V1P2I01   ,0130013629V1 ,130013629,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130072559V1P1I01   ,0130072559V1 ,130072559,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
3130002697V2P3I01   ,3130002697V2 ,3130002697,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
0130014594V1P1I01   ,0130014594V1 ,130014594,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130010116V1P1I01   ,2130010116V1 ,2130010116,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,21,28,,,,,,,,,,,15,,,,,,,,,U ,
3130029225V2P3I01   ,3130029225V2 ,3130029225,1,U,0001-01-01,5,FL,1,2,1,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130027656V1P1I01   ,2130027656V1 ,2130027656,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130059302V1P1I01   ,0130059302V1 ,130059302,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130011679V1P1I01   ,0130011679V1 ,130011679,1,U,0001-01-01,U,FL,NA,NA,  ,N ,NA,  ,  ,999,21,,,,,,,,,,,,15,,,,,,,,,,
2130009464V2P3I01   ,2130009464V2 ,2130009464,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130049325V1P1I01   ,0130049325V1 ,130049325,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,14,,,,,,,,,,,,,,,,,,,,,U ,
0130081851V1P1I01   ,0130081851V1 ,130081851,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,4,5,,,,,,,,,,,,,,,,,,,,U ,
0130042135V1P1I01   ,0130042135V1 ,130042135,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130050926V1P1I01   ,0130050926V1 ,130050926,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130081345V1P2I01   ,0130081345V1 ,130081345,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130081308V1P1I01   ,0130081308V1 ,130081308,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130034863V1P1I01   ,0130034863V1 ,130034863,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130050124V1P2I01   ,0130050124V1 ,130050124,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130055439V1P1I01   ,0130055439V1 ,130055439,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130015750V1P1I01   ,0130015750V1 ,130015750,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,12,8,13,,,,,,,,,,,,,,,,,,,,
0130074456V2P1I01   ,0130074456V2 ,130074456,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,30,,,,,,,,,,,,,,,,,,,,,,
0130085926V2P1I01   ,0130085926V2 ,130085926,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130076149V1P1I01   ,0130076149V1 ,130076149,1,U,0001-01-01,U,FL,1,2,5,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130022354V2P1I01   ,0130022354V2 ,130022354,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130011715V1P1I01   ,0130011715V1 ,130011715,1,U,0001-01-01,U,FL,1,2,1,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130041568V1P1I01   ,0130041568V1 ,130041568,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130035414V1P2I01   ,0130035414V1 ,130035414,1,U,0001-01-01,U,FL,U ,2,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130035055V2P3I01   ,2130035055V2 ,2130035055,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130024581V1P1I01   ,0130024581V1 ,130024581,1,U,0001-01-01,U,FL,NA,NA,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130014348V1P1I01   ,2130014348V1 ,2130014348,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130011937V1P1I01   ,2130011937V1 ,2130011937,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
0130025306V2P1I01   ,0130025306V2 ,130025306,1,U,0001-01-01,5,FL,1,NA,10,U ,NA,  ,  ,999,10,,,,,,,,,,,,,,,,,,,,,U ,
0130036481V1P1I01   ,0130036481V1 ,130036481,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,21,,,,,,,,,,,,15,,,,,,,,,,
0130042179V1P1I01   ,0130042179V1 ,130042179,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130019177V1P1I01   ,2130019177V1 ,2130019177,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130073802V1P1I01   ,0130073802V1 ,130073802,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130049338V1P1I01   ,0130049338V1 ,130049338,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130033934V1P1I01   ,0130033934V1 ,130033934,1,U,0001-01-01,U,FL,1,NA,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130022092V1P1I01   ,0130022092V1 ,130022092,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130016745V1P1I01   ,0130016745V1 ,130016745,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130062467V1P1I01   ,0130062467V1 ,130062467,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,21,,,,,,,,,,,,15,,,,,,,,,U ,
0130062621V1P1I01   ,0130062621V1 ,130062621,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130024090V1P1I01   ,3130024090V1 ,3130024090,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130082562V1P1I01   ,0130082562V1 ,130082562,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130061186V1P1I01   ,0130061186V1 ,130061186,1,U,0001-01-01,U,FR,1,2,10,U ,NA,  ,  ,999,28,5,,,,,,,,,,,,,,,,,,,,U ,
3130014566V1P1I01   ,3130014566V1 ,3130014566,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130012361V1P1I01   ,0130012361V1 ,130012361,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130002579V2P3I01   ,3130002579V2 ,3130002579,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130022893V1P1I01   ,0130022893V1 ,130022893,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130035262V1P1I01   ,0130035262V1 ,130035262,1,U,0001-01-01,U,FL,U ,2,U ,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130017915V1P1I01   ,0130017915V1 ,130017915,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,,
0130082602V1P1I01   ,0130082602V1 ,130082602,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130068357V1P1I01   ,0130068357V1 ,130068357,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130082605V1P1I01   ,0130082605V1 ,130082605,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130042603V1P1I01   ,0130042603V1 ,130042603,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130046952V1P1I01   ,0130046952V1 ,130046952,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130044178V1P1I01   ,0130044178V1 ,130044178,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130011171V2P1I01   ,0130011171V2 ,130011171,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,,
0130051769V1P1I01   ,0130051769V1 ,130051769,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130021321V1P1I01   ,3130021321V1 ,3130021321,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130028445V1P1I01   ,0130028445V1 ,130028445,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,,
0130051196V1P1I01   ,0130051196V1 ,130051196,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130017172V1P1I01   ,2130017172V1 ,2130017172,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130079952V1P1I01   ,0130079952V1 ,130079952,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130057911V1P1I01   ,0130057911V1 ,130057911,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130058033V1P1I01   ,0130058033V1 ,130058033,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130055158V1P1I01   ,0130055158V1 ,130055158,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130061284V1P1I01   ,0130061284V1 ,130061284,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130049798V1P1I01   ,0130049798V1 ,130049798,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,33,,,,,,,,,,,,,,,,,,,,,15,
0130078139V1P1I01   ,0130078139V1 ,130078139,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130067711V1P1I01   ,0130067711V1 ,130067711,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,,
0130036688V3P1I01   ,0130036688V3 ,130036688,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,,
2130028587V1P1I01   ,2130028587V1 ,2130028587,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130028391V1P1I01   ,0130028391V1 ,130028391,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,,
2130017450V1P1I01   ,2130017450V1 ,2130017450,1,U,0001-01-01,U,NA,U ,U ,  ,N ,NA,N ,  ,999,21,,,,,,,,,,,,15,,,,,,,,,U ,
2130002136V1P1I01   ,2130002136V1 ,2130002136,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130042440V1P1I01   ,0130042440V1 ,130042440,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
3130010226V1P1I01   ,3130010226V1 ,3130010226,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130051217V1P1I01   ,0130051217V1 ,130051217,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130015668V1P1I01   ,0130015668V1 ,130015668,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130003709V1P1I01   ,3130003709V1 ,3130003709,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130023618V2P2I01   ,2130023618V2 ,2130023618,1,U,0001-01-01,U,XX,U ,U ,U ,N ,NA,N ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130029626V1P1I01   ,0130029626V1 ,130029626,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,21,,,,,,,,,,,,15,,,,,,,,,,
0130076103V1P1I01   ,0130076103V1 ,130076103,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130038600V1P1I01   ,0130038600V1 ,130038600,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130076589V1P1I01   ,0130076589V1 ,130076589,1,U,0001-01-01,U,FL,1,2,5,U ,NA,  ,  ,999,4,,,,,,,,,,,,,,,,,,,,,U ,
0130068774V1P1I01   ,0130068774V1 ,130068774,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130062142V1P1I01   ,0130062142V1 ,130062142,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130016159V1P1I01   ,2130016159V1 ,2130016159,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130077399V1P1I01   ,0130077399V1 ,130077399,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130021319V1P1I01   ,2130021319V1 ,2130021319,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130050469V1P1I01   ,0130050469V1 ,130050469,1,U,0001-01-01,U,FL,NA,NA,  ,Y ,NA,  ,  ,999,18,,,,,,,,,,,,,,,,,,,,,,
0130054391V1P1I01   ,0130054391V1 ,130054391,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,13,28,,,,,,,,,,,,,,,,,,,,U ,
0130071109V1P1I01   ,0130071109V1 ,130071109,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130020631V2P3I01   ,2130020631V2 ,2130020631,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
2130008110V1P1I01   ,2130008110V1 ,2130008110,1,U,0001-01-01,5,NA,1,2,  ,U ,NA,N ,  ,999,30,,,,,,,,,,,,,,,,,,,,,U ,
0130056650V1P1I01   ,0130056650V1 ,130056650,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130030252V1P1I01   ,2130030252V1 ,2130030252,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130049411V1P1I01   ,0130049411V1 ,130049411,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130062341V1P1I01   ,0130062341V1 ,130062341,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130082145V1P1I01   ,0130082145V1 ,130082145,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,12,6,,,,,,,,,,,,,,,,,,,,U ,
0130070397V1P1I01   ,0130070397V1 ,130070397,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,8,,,,,,,,,,,,,,,,,,,,,U ,
3130017997V2P3I01   ,3130017997V2 ,3130017997,1,U,0001-01-01,5,XX,NA,U ,1,U ,NA,  ,  ,999,30,,,,,,,,,,,,,,,,,,,,,U ,
0130068411V1P1I01   ,0130068411V1 ,130068411,1,U,0001-01-01,U,FL,U ,2,1,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130049040V1P1I01   ,0130049040V1 ,130049040,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,6,21,,,,,,,,,,,15,,,,,,,,,,
0130060272V1P1I01   ,0130060272V1 ,130060272,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130041039V1P1I01   ,0130041039V1 ,130041039,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130067182V1P1I01   ,0130067182V1 ,130067182,1,U,0001-01-01,U,FL,U ,U ,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130024331V2P3I01   ,2130024331V2 ,2130024331,1,U,3/10/90,5,FL,1,2,3,U ,NA,N ,  ,23,22,,,,,,,,,,,,,,,,,,,,,5,
0130040342V1P1I01   ,0130040342V1 ,130040342,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130004869V1P1I01   ,3130004869V1 ,3130004869,1,U,0001-01-01,5,FL,1,2,1,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
0130034861V1P1I01   ,0130034861V1 ,130034861,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130017820V1P1I01   ,2130017820V1 ,2130017820,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,11,,,,,,,,,,,,,,,,,,,,,,
2130005515V2P2I01   ,2130005515V2 ,2130005515,1,U,0001-01-01,U,NA,NA,NA,  ,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130018072V1P1I01   ,0130018072V1 ,130018072,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,7,,,,,,,,,,,,,,,,,,,,,,
0130076774V1P1I01   ,0130076774V1 ,130076774,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130036352V1P1I01   ,0130036352V1 ,130036352,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130012850V1P1I01   ,2130012850V1 ,2130012850,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130075038V1P1I01   ,0130075038V1 ,130075038,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130016166V1P1I01   ,2130016166V1 ,2130016166,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
